S_micro	T_micro	diff	mA	mB	nA	nB
238000	-193381	58635	238000	-193381	1	1
238000	-191381	58073	238000	-191381	1	1
238000	-189381	57576	238000	-189381	1	1
238000	-187381	57144	238000	-187381	1	1
238000	-185381	56780	238000	-185381	1	1
238000	-183381	56484	238000	-183381	1	1
238000	-181381	56257	238000	-181381	1	1
238000	-179381	56101	238000	-179381	1	1
238000	-177381	56017	238000	-177381	1	1
238000	-175381	56003	238000	-175381	1	1
238000	-173381	56061	238000	-173381	1	1
238000	-171381	56190	238000	-171381	1	1
238000	-169381	56389	238000	-169381	1	1
238000	-167381	56659	238000	-167381	1	1
238000	-165381	56997	238000	-165381	1	1
238000	-163381	57404	238000	-163381	1	1
238000	-161381	57876	238000	-161381	1	1
238000	-159381	58413	238000	-159381	1	1
238000	-157381	59014	238000	-157381	1	1
238000	-155381	59675	238000	-155381	1	1
238000	-153381	60395	238000	-153381	1	1
238000	-151381	61172	238000	-151381	1	1
238000	-149381	62004	238000	-149381	1	1
238000	-147381	62889	238000	-147381	1	1
238000	-145381	63824	238000	-145381	1	1
238000	-143381	64807	238000	-143381	1	1
238000	-141381	65836	238000	-141381	1	1
238000	-139381	66910	238000	-139381	1	1
238000	-137381	68025	238000	-137381	1	1
238000	-135381	69180	238000	-135381	1	1
238000	-133381	70373	238000	-133381	1	1
238000	-131381	71602	238000	-131381	1	1
238000	-129381	72865	238000	-129381	1	1
238000	-127381	74160	238000	-127381	1	1
238000	-125381	75486	238000	-125381	1	1
238000	-123381	76842	238000	-123381	1	1
238000	-121381	78225	238000	-121381	1	1
238000	-119381	79634	238000	-119381	1	1
238000	-117381	81069	238000	-117381	1	1
238000	-115381	82526	238000	-115381	1	1
238000	-113381	84006	238000	-113381	1	1
238000	-111381	85507	238000	-111381	1	1
238000	-109381	87029	238000	-109381	1	1
238000	-107381	88569	238000	-107381	1	1
240000	-261381	101024	240000	-261381	1	1
240000	-259381	99339	240000	-259381	1	1
240000	-257381	97667	240000	-257381	1	1
240000	-255381	96006	240000	-255381	1	1
240000	-253381	94360	240000	-253381	1	1
240000	-251381	92726	240000	-251381	1	1
240000	-249381	91108	240000	-249381	1	1
240000	-247381	89505	240000	-247381	1	1
240000	-245381	87918	240000	-245381	1	1
240000	-243381	86349	240000	-243381	1	1
240000	-241381	84797	240000	-241381	1	1
240000	-239381	83265	240000	-239381	1	1
240000	-237381	81753	240000	-237381	1	1
240000	-235381	80262	240000	-235381	1	1
240000	-233381	78794	240000	-233381	1	1
240000	-231381	77350	240000	-231381	1	1
240000	-229381	75931	240000	-229381	1	1
240000	-227381	74538	240000	-227381	1	1
240000	-225381	73174	240000	-225381	1	1
240000	-223381	71839	240000	-223381	1	1
240000	-221381	70536	240000	-221381	1	1
240000	-219381	69266	240000	-219381	1	1
240000	-217381	68032	240000	-217381	1	1
240000	-215381	66834	240000	-215381	1	1
240000	-213381	65676	240000	-213381	1	1
240000	-211381	64558	240000	-211381	1	1
240000	-209381	63484	240000	-209381	1	1
240000	-207381	62456	240000	-207381	1	1
240000	-205381	61475	240000	-205381	1	1
240000	-203381	60545	240000	-203381	1	1
240000	-201381	59667	240000	-201381	1	1
240000	-199381	58844	240000	-199381	1	1
240000	-197381	58078	240000	-197381	1	1
240000	-195381	57372	240000	-195381	1	1
